Suburb,Address,Rooms,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Price_Bin,Landsize_Bin,Distance_Bin,Type,Regionname,Cluster
Footscray,9/6 Rosamond Rd,2.833333333333333,2189541.829572527,SP,Rendina,15/10/2016,19.729482704277544,3011.0,2.0,3.9825634441478384,0.0,40253.58962019555,80.0,2014.0,Maribyrnong City Council,-37.76949538580283,144.76793461900482,7570.0,Murah,Kecil,Sedang,t,Western Metropolitan,2
Footscray,53 Ryan St,2.833333333333333,6310466.439304043,S,Sweeney,15/10/2016,19.729482704277544,3011.0,2.0,0.0,0.0,142579.08591714044,103.0,1900.0,Maribyrnong City Council,-37.788994911181256,144.8026543089487,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,2 Buckingham St,4.666666666666667,4547133.420431028,S,Jas,16/07/2016,19.729482704277544,3011.0,3.0,0.0,0.0,171273.53057872748,120.0,1940.0,Maribyrnong City Council,-37.793368636499785,144.78434062634093,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,88 Eleanor St,4.666666666666667,4691746.1435723575,SP,Sweeney,16/07/2016,19.729482704277544,3011.0,3.0,0.0,0.0,169652.6363290808,99.0,1920.0,Maribyrnong City Council,-37.78316327742321,144.76984229427646,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,8/33 Gordon St,1.0,1026893.7943401743,S,Burnham,17/09/2016,19.729482704277544,3011.0,1.0,0.0,0.0,30791.42681567904,70.0,1965.0,Maribyrnong City Council,-37.77350463401147,144.77957143816184,7570.0,Murah,Kecil,Sedang,u,Western Metropolitan,2
Footscray,31 Southampton St,4.666666666666667,5103015.008210487,S,Burnham,17/09/2016,19.729482704277544,3011.0,3.0,3.9825634441478384,7.965126888295677,197906.12660319026,228.0,1980.0,Maribyrnong City Council,-37.78443894730779,144.77251303965673,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,167 Gordon St,2.833333333333333,4353023.667832996,SP,Jas,18/06/2016,19.729482704277544,3011.0,2.0,0.0,7.965126888295677,174047.9345681234,90.0,1910.0,Maribyrnong City Council,-37.78535014008247,144.77728222783585,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,224 Ballarat Rd,2.833333333333333,4238048.0348421745,SP,Rendina,19/11/2016,19.729482704277544,3011.0,2.0,0.0,0.0,156570.9029807754,98.0,1900.0,Maribyrnong City Council,-37.77350463401147,144.77575608761853,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,7 Essex St,2.833333333333333,4547133.420431028,S,Sweeney,19/11/2016,19.729482704277544,3011.0,2.0,0.0,0.0,197289.49376702678,94.0,1900.0,Maribyrnong City Council,-37.784621185862726,144.7742299474012,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,51 Lynch St,2.833333333333333,5091580.829722499,SP,Jas,22/05/2016,19.729482704277544,3011.0,2.0,0.0,0.0,195100.60833677213,93.0,1915.0,Maribyrnong City Council,-37.7849856629726,144.80189123884006,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,35 Leander St,2.833333333333333,4984795.454224041,SP,Jas,22/08/2016,19.729482704277544,3011.0,2.0,0.0,0.0,161125.71863542378,109.0,1920.0,Maribyrnong City Council,-37.78425670875285,144.76907922416777,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,49 MacPherson St,2.833333333333333,4066459.2084619105,S,Sweeney,22/08/2016,19.729482704277544,3011.0,2.0,0.0,0.0,109816.82380989887,83.0,1970.0,Maribyrnong City Council,-37.78134089187384,144.78033450827047,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,4/11 Nicholson St,1.0,718769.9227986656,PI,Sweeney,24/09/2016,19.729482704277544,3011.0,1.0,0.0,0.0,367567.6165548801,42.0,1975.0,Maribyrnong City Council,-37.78188760753865,144.80017433109558,7570.0,Murah,Besar,Sedang,u,Western Metropolitan,2
Footscray,2/25 Stanlake St,4.666666666666667,4286129.740005296,S,Jas,24/09/2016,19.729482704277544,3011.0,3.0,0.0,0.0,104449.16160322285,113.0,2000.0,Maribyrnong City Council,-37.77696716655531,144.76659924631466,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,12/14 Eldridge St,2.833333333333333,1153676.2816016113,PI,C21,25/02/2017,19.729482704277544,3011.0,2.0,0.0,0.0,297746.88352343574,74.0,1970.0,Maribyrnong City Council,-37.77277567979172,144.7854852315039,7570.0,Murah,Besar,Sedang,u,Western Metropolitan,2
Footscray,65 Hyde St,4.666666666666667,4510133.193341327,SP,Jas,25/02/2017,19.729482704277544,3011.0,3.0,0.0,0.0,156103.71356588046,94.0,1910.0,Maribyrnong City Council,-37.80193384858189,144.80074663367708,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,62 Moore St,4.666666666666667,5614058.308873335,S,GL,26/07/2016,19.729482704277544,3011.0,3.0,3.9825634441478384,7.965126888295677,148818.47291201542,154.0,2006.0,Maribyrnong City Council,-37.788812672626314,144.80532505432902,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,39 Warleigh Rd,4.666666666666667,4483489.5413286155,S,Jas,27/06/2016,19.729482704277544,3011.0,3.0,3.9825634441478384,7.965126888295677,93638.42141278886,168.0,2010.0,Maribyrnong City Council,-37.791364012395455,144.76011315039105,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,4 Adelaide St,6.5,6490995.808643121,SP,Nelson,27/11/2016,19.729482704277544,3011.0,4.0,3.9825634441478384,0.0,196979.73511493974,130.0,1915.0,Maribyrnong City Council,-37.780794176209014,144.77499301750984,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,12 Tait St,6.5,4889519.89865872,PI,Biggin,28/05/2016,19.729482704277544,3011.0,4.0,3.9825634441478384,0.0,211393.05189029247,151.0,1910.0,Maribyrnong City Council,-37.775509258115804,144.79063595473735,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,20 McDougall Dr,4.666666666666667,4599393.814512228,S,Jas,28/08/2016,19.729482704277544,3011.0,3.0,3.9825634441478384,7.965126888295677,84439.47811939193,102.0,2011.0,Maribyrnong City Council,-37.788812672626314,144.76202082566266,7570.0,Sedang,Kecil,Sedang,t,Western Metropolitan,2
Footscray,20 Nicholson St,6.5,7153670.589669936,SP,Village,28/08/2016,19.729482704277544,3011.0,4.0,0.0,0.0,287946.85005547246,160.0,1910.0,Maribyrnong City Council,-37.783527754533104,144.7990297259326,7570.0,Mahal,Besar,Sedang,t,Western Metropolitan,2
Footscray,119 Droop St,2.833333333333333,4536597.425702997,S,Village,30/07/2016,19.729482704277544,3011.0,2.0,0.0,0.0,207563.6902783717,74.0,1890.0,Maribyrnong City Council,-37.778607313549756,144.78701137172123,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Footscray,1a Leander St,2.833333333333333,4380563.538346941,S,Ray,30/07/2016,19.729482704277544,3011.0,2.0,0.0,7.965126888295677,181934.2298810655,275.0,2000.0,Maribyrnong City Council,-37.78006522198926,144.76946075922208,7570.0,Sedang,Sedang,Sedang,t,Western Metropolitan,2
Glen Iris,6 Beatrice St,4.666666666666667,7858871.752436505,S,hockingstuart,3/09/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,13.616474352588542,271958.25524735206,170.0,1935.0,Boroondara City Council,-37.889590593507364,145.1483250681708,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,11 Vincent St,6.5,10502801.15309132,VB,Kay,3/09/2016,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,294779.7468680694,265.0,1920.0,Boroondara City Council,-37.905627586341964,145.07278112741363,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,2 Vincent St,8.333333333333332,10866841.381045708,PI,Abercromby's,3/09/2016,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,301822.07571703615,353.0,1925.0,Boroondara City Council,-37.907267733336404,145.073162662468,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,28 Alfred Rd,6.5,8003411.515798095,VB,Marshall,3/12/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,296160.22196096624,217.0,1930.0,Boroondara City Council,-37.88631029951847,145.15996188732785,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,62 Staughton Rd,6.5,8413538.744637663,S,J,3/12/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,0.0,280207.0178634446,183.0,2002.0,Boroondara City Council,-37.88467015252402,145.10425776939582,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,2/11 Peace St,4.666666666666667,7085322.324085169,S,Marshall,4/03/2017,25.782574149157224,3146.0,3.0,3.9825634441478384,7.965126888295677,158874.43016071524,163.0,2006.0,Boroondara City Council,-37.90763221044628,145.11188847048237,10412.0,Mahal,Sedang,Sedang,t,Southern Metropolitan,1
Glen Iris,48 Alfred Rd,4.666666666666667,7364724.055507529,S,Jellis,4/06/2016,25.782574149157224,3146.0,3.0,0.0,0.0,282067.69608228444,118.0,1940.0,Boroondara City Council,-37.89013730917218,145.15919881721916,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,3 Bridges St,6.5,8215891.738878022,PI,Jellis,4/06/2016,25.782574149157224,3146.0,4.0,9.0,7.965126888295677,275958.46815180057,323.0,1985.0,Boroondara City Council,-37.90890788033086,145.1179930313516,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,6 Chester St,4.666666666666667,6901845.41520959,PI,Fletchers,4/06/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,0.0,275396.7831035698,134.0,1940.0,Boroondara City Council,-37.88594582240858,145.16930949615892,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,56 Gardiner Pde,8.333333333333332,8747118.751862513,S,Fletchers,4/06/2016,25.782574149157224,3146.0,5.0,6.808237176294271,18.0,262641.76754960953,327.0,2003.0,Boroondara City Council,-37.892141933276505,145.10616544466748,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,22 Renwick St,6.5,9009210.998492867,PI,Marshall,4/06/2016,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,265638.45857412304,314.0,1930.0,Boroondara City Council,-37.8864925380734,145.12810371029136,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,10 Hazeldine Rd,6.5,9353694.006343473,S,Marshall,6/08/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,13.616474352588542,264387.70102327515,314.0,2000.0,Boroondara City Council,-37.893235364606134,145.1214268468406,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,1 Montana St,6.5,8966724.884716822,VB,Jellis,6/08/2016,25.782574149157224,3146.0,4.0,6.808237176294271,18.0,332965.3854867501,254.0,1941.0,Boroondara City Council,-37.891777456166636,145.14603585784482,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,6 Chester St,4.666666666666667,7540532.8273393195,VB,Fletchers,7/05/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,0.0,275396.7831035698,134.0,1940.0,Boroondara City Council,-37.88594582240858,145.16930949615892,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,48 Martin Rd,4.666666666666667,8637183.55220178,S,Jellis,7/05/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,281008.72532209393,157.0,1920.0,Boroondara City Council,-37.88248328986475,145.102159326597,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,73 Pascoe St,4.666666666666667,7778783.139074608,S,Jellis,7/05/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,7.965126888295677,263597.89918510517,188.0,1951.0,Boroondara City Council,-37.90088938391356,145.1660664481971,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,192 Tooronga Rd,6.5,8565932.922710273,S,RT,7/11/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,13.616474352588542,251467.60166493274,143.0,1910.0,Boroondara City Council,-37.89852028269935,145.06839347428888,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,34 Yeovil Rd,6.5,9809340.115041109,S,Jellis,7/11/2016,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,326951.64877664525,305.0,1935.0,Boroondara City Council,-37.88703925373823,145.15137734860545,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,51 Dent St,6.5,8456574.711697506,PI,Marshall,10/09/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,264387.70102327515,351.0,2009.0,Boroondara City Council,-37.91273488998457,145.13306366599764,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,5 Charles St,6.5,8437071.31187984,S,Marshall,10/12/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,268848.6365070325,212.0,1930.0,Boroondara City Council,-37.883941198304264,145.16434954045263,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,1/39 Scott Gr,1.0,2572807.338661233,S,RT,10/12/2016,25.782574149157224,3146.0,1.0,0.0,0.0,37198.65420125489,52.0,1980.0,Boroondara City Council,-37.891777456166636,145.0849902491522,10412.0,Murah,Kecil,Sedang,u,Southern Metropolitan,1
Glen Iris,56 Brandon St,4.666666666666667,8046836.56290252,S,Jellis,12/11/2016,25.782574149157224,3146.0,3.0,0.0,13.616474352588542,267485.53636400116,136.0,1930.0,Boroondara City Council,-37.89523998871046,145.13573441137797,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,1/6 Edgar St,1.0,842232.9107955854,PI,hockingstuart,12/11/2016,25.782574149157224,3146.0,1.0,0.0,0.0,319381.492864945,38.0,1982.0,Boroondara City Council,-37.89615118148514,145.07583340784828,10412.0,Murah,Besar,Sedang,u,Southern Metropolitan,1
Glen Iris,20 Howitt St,6.5,9094483.98496417,S,Jellis,12/11/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,267790.0690182932,230.0,1925.0,Boroondara City Council,-37.87847404165611,145.09586399820054,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,22 Wills St,4.666666666666667,7169898.800932232,SP,Jellis,12/11/2016,25.782574149157224,3146.0,3.0,0.0,7.965126888295677,242273.87769215976,142.0,1920.0,Boroondara City Council,-37.889772832062306,145.09338402034743,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,11/63 Edgar St N,1.0,1511187.8213299946,PI,Jellis,14/05/2016,25.782574149157224,3146.0,1.0,0.0,0.0,281008.72532209393,44.0,1970.0,Boroondara City Council,-37.883212244084504,145.07716878053841,10412.0,Murah,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,16 Flowerdale Rd,8.333333333333332,8417470.63789384,PI,Marshall,14/05/2016,25.782574149157224,3146.0,5.0,6.808237176294271,0.0,274263.78858184844,248.0,1920.0,Boroondara City Council,-37.89378208027094,145.12486066232955,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,10 Bardolph St,2.833333333333333,3586450.6283357167,S,Jellis,15/10/2016,25.782574149157224,3146.0,2.0,0.0,0.0,65370.46815035162,84.0,1960.0,Boroondara City Council,-37.885399106743776,145.14145743719288,10412.0,Sedang,Kecil,Sedang,t,Southern Metropolitan,1
Glen Iris,67 Celia St,6.5,7778783.139074608,PI,Fletchers,15/10/2016,25.782574149157224,3146.0,4.0,6.808237176294271,0.0,267485.53636400116,266.0,1946.0,Boroondara City Council,-37.897062374259846,145.13840515675824,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,2/67 Staughton Rd,4.666666666666667,6944952.897597221,S,Marshall,15/10/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,7.965126888295677,199733.3726775703,176.0,1990.0,Boroondara City Council,-37.887585969403034,145.10502083950445,10412.0,Mahal,Sedang,Sedang,t,Southern Metropolitan,1
Glen Iris,56 Wills St,2.833333333333333,5365769.976038989,S,Fletchers,15/10/2016,25.782574149157224,3146.0,2.0,0.0,7.965126888295677,201527.59441829406,115.0,1930.0,Boroondara City Council,-37.896333420040094,145.09948858121672,10412.0,Sedang,Sedang,Sedang,t,Southern Metropolitan,1
Glen Iris,1/38 Edgar St,2.833333333333333,1911552.912356468,SP,hockingstuart,16/07/2016,25.782574149157224,3146.0,2.0,0.0,0.0,316816.985060516,33.0,1960.0,Boroondara City Council,-37.89086626339193,145.07678724548413,10412.0,Murah,Besar,Sedang,u,Southern Metropolitan,1
Glen Iris,1597 Malvern Rd,2.833333333333333,6663595.139594906,S,Noel,16/07/2016,25.782574149157224,3146.0,2.0,0.0,0.0,222308.08307436088,123.0,1950.0,Boroondara City Council,-37.889772832062306,145.08689792442382,10412.0,Sedang,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,116 High St,8.333333333333332,9774714.978608862,PI,Jellis,17/09/2016,25.782574149157224,3146.0,5.0,9.0,18.0,288318.4446282465,206.0,2013.0,Boroondara City Council,-37.90544534778701,145.12676833760122,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,1 Maitland St,4.666666666666667,9774714.978608862,S,Jellis,17/09/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,18.0,298083.60821295704,217.0,1910.0,Boroondara City Council,-37.896333420040094,145.0699196145062,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,27 Sunhill Rd,6.5,8057618.261822354,S,RT,17/09/2016,25.782574149157224,3146.0,3.0,6.808237176294271,7.965126888295677,210584.81756912827,26.0,1999.0,Boroondara City Council,-37.88284776697463,145.10139625648836,10412.0,Mahal,Sedang,Sedang,t,Southern Metropolitan,1
Glen Iris,33 Rosedale Rd,8.333333333333332,10120718.746228056,S,Marshall,18/03/2017,25.782574149157224,3146.0,5.0,6.808237176294271,13.616474352588542,285305.99907404743,326.0,2000.0,Boroondara City Council,-37.897244612814774,145.12600526749253,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,17 Rosedale Rd,2.833333333333333,7540532.8273393195,PI,Noel,18/06/2016,25.782574149157224,3146.0,2.0,3.9825634441478384,7.965126888295677,277348.93300239905,184.0,1950.0,Boroondara City Council,-37.896880135704905,145.12238068447647,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,3 Florence St,8.333333333333332,9055421.258272897,PI,Marshall,19/11/2016,25.782574149157224,3146.0,5.0,6.808237176294271,7.965126888295677,266257.9773860848,336.0,1930.0,Boroondara City Council,-37.8987025212543,145.11474998338983,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,23 Flowerdale Rd,8.333333333333332,11001476.584180122,S,Marshall,19/11/2016,25.782574149157224,3146.0,5.0,9.0,7.965126888295677,291721.1912851283,520.0,2009.0,Boroondara City Council,-37.89378208027094,145.12695910512838,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,31 Gardiner Pde,6.5,9486150.3503717,PI,Marshall,19/11/2016,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,292908.73615619895,326.0,1930.0,Boroondara City Council,-37.88922611639749,145.11188847048237,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,98 Bath Rd,6.5,8317973.501788528,SP,Marshall,25/02/2017,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,284922.93402983324,155.0,1960.0,Boroondara City Council,-37.89341760316106,145.1677833559416,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,28 Ferndale Rd,4.666666666666667,8792032.69388134,S,Marshall,25/02/2017,25.782574149157224,3146.0,3.0,0.0,7.965126888295677,274831.9021061474,142.0,1930.0,Boroondara City Council,-37.891959694721564,145.1252421973839,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,32 Howie St,4.666666666666667,7894947.064330377,S,Jellis,25/02/2017,25.782574149157224,3146.0,3.0,0.0,13.616474352588542,261027.46259193445,140.0,1930.0,Boroondara City Council,-37.88995507061724,145.1294390829815,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,22 Kyarra Rd,6.5,8125929.410333363,S,Kay,25/02/2017,25.782574149157224,3146.0,4.0,3.9825634441478384,13.616474352588542,250567.52689179286,205.0,1930.0,Boroondara City Council,-37.888861639287605,145.0939563229289,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,8 Rix St,4.666666666666667,7286901.188627958,S,RT,25/02/2017,25.782574149157224,3146.0,3.0,0.0,13.616474352588542,219628.03507110907,107.0,1935.0,Boroondara City Council,-37.87701613321659,145.08689792442382,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,78 Valley Pde,6.5,9633080.640001848,S,Marshall,25/02/2017,25.782574149157224,3146.0,4.0,6.808237176294271,7.965126888295677,260046.12774046537,246.0,2007.0,Boroondara City Council,-37.88612806096352,145.11494075091701,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,1687 Malvern Rd,4.666666666666667,9739782.059260288,S,Greg,26/07/2016,25.782574149157224,3146.0,3.0,0.0,7.965126888295677,283245.6902685962,153.0,1930.0,Boroondara City Council,-37.89596894293021,145.09529169561907,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,21 Beatrice St,4.666666666666667,7697028.374195096,S,hockingstuart,27/06/2016,25.782574149157224,3146.0,3.0,0.0,7.965126888295677,272684.5025785935,143.0,1941.0,Boroondara City Council,-37.88922611639749,145.15023274344244,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,60 Madeline St,4.666666666666667,7071508.861058461,S,Buxton,27/06/2016,25.782574149157224,3146.0,3.0,0.0,7.965126888295677,261999.1920541851,607.0,1940.0,Boroondara City Council,-37.89651565859503,145.16492184303414,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,14 Queens Pde,8.333333333333332,9150321.75188199,PI,Marshall,27/11/2016,25.782574149157224,3146.0,5.0,3.9825634441478384,7.965126888295677,268093.6703786105,354.0,2015.0,Boroondara City Council,-37.8850346296339,145.16549414561558,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,30 Valley Pde,6.5,8609212.422855116,PI,Marshall,27/11/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,266720.0925763424,216.0,1930.0,Boroondara City Council,-37.885216868188834,145.1059746771403,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,15 Yeovil Rd,6.5,9944868.289934492,S,Kay,27/11/2016,25.782574149157224,3146.0,4.0,3.9825634441478384,7.965126888295677,349422.6468286775,295.0,1966.0,Boroondara City Council,-37.883941198304264,145.15290348882274,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,3 Fairview Gr,8.333333333333332,10462136.349020483,S,RT,28/05/2016,25.782574149157224,3146.0,5.0,3.9825634441478384,7.965126888295677,339155.5263645983,270.0,1925.0,Boroondara City Council,-37.90945459599566,145.0939563229289,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,24 Brandon St,4.666666666666667,8279494.136639997,S,Jellis,28/08/2016,25.782574149157224,3146.0,3.0,3.9825634441478384,7.965126888295677,267180.0666846812,193.0,1975.0,Boroondara City Council,-37.89086626339193,145.13668824901376,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,318 Tooronga Rd,2.833333333333333,6570390.948789466,S,Marshall,28/08/2016,25.782574149157224,3146.0,2.0,0.0,7.965126888295677,228369.15926389312,107.0,1910.0,Boroondara City Council,-37.884305675414154,145.07125498719634,10412.0,Sedang,Besar,Sedang,t,Southern Metropolitan,1
Glen Iris,35 Adrian St,8.333333333333332,9133981.07422855,VB,Jellis,30/07/2016,25.782574149157224,3146.0,5.0,6.808237176294271,7.965126888295677,276098.39427426463,672.0,1930.0,Boroondara City Council,-37.887585969403034,145.14336511246452,10412.0,Mahal,Besar,Sedang,t,Southern Metropolitan,1
Glenroy,89 John St,4.666666666666667,3750906.521727204,S,Ray,3/09/2016,31.75572463173302,3046.0,3.0,0.0,7.965126888295677,274263.78858184844,118.0,1960.0,Moreland City Council,-37.60384053936364,144.8810597626133,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,55 Daley St,4.666666666666667,3750906.521727204,S,Walshe,3/12/2016,31.75572463173302,3046.0,3.0,0.0,13.616474352588542,265948.7012248911,144.0,1960.0,Moreland City Council,-37.605116209248195,144.86274608000556,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,39 Morley St,4.666666666666667,4848317.726802338,S,Barry,3/12/2016,31.75572463173302,3046.0,3.0,0.0,7.965126888295677,283764.7898431894,127.0,1965.0,Moreland City Council,-37.60675635624265,144.86980447851062,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,2 Roy St,6.5,3343999.7131139594,VB,Peter,4/03/2017,31.75572463173302,3046.0,4.0,3.9825634441478384,0.0,272394.6408618654,138.0,2017.0,Moreland City Council,-37.60238263092412,144.85873996193507,8870.0,Murah,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,42 Sadie St,4.666666666666667,4923129.717470167,S,Stockdale,4/03/2017,31.75572463173302,3046.0,3.0,0.0,18.0,274831.9021061474,105.0,1950.0,Moreland City Council,-37.60675635624265,144.8823951353035,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,15 Stanley St,4.666666666666667,5614058.308873335,SP,Brad,4/03/2017,31.75572463173302,3046.0,3.0,3.9825634441478384,13.616474352588542,313034.5250062289,136.0,1950.0,Moreland City Council,-37.629900652719854,144.82688178489863,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,3/27 Harold St,2.833333333333333,2376716.23219455,PI,Jason,6/08/2016,31.75572463173302,3046.0,2.0,0.0,0.0,131220.70456072828,100.0,2010.0,Moreland City Council,-37.6220643948575,144.84691237525087,8870.0,Murah,Sedang,Jauh,u,Northern Metropolitan,0
Glenroy,1c Barwon St,2.833333333333333,3271889.0342176273,VB,Nelson,7/05/2016,31.75572463173302,3046.0,2.0,0.0,0.0,131220.70456072828,114.0,2010.0,Moreland City Council,-37.62388678040688,144.8327955782407,8870.0,Murah,Sedang,Jauh,t,Northern Metropolitan,0
Glenroy,1 Gordon Ct,4.666666666666667,4494168.688139433,S,Stockdale,8/10/2016,31.75572463173302,3046.0,3.0,0.0,18.0,265948.7012248911,97.0,1950.0,Moreland City Council,-37.60639187913277,144.8451954675064,8870.0,Sedang,Besar,Jauh,t,Northern Metropolitan,0
Glenroy,24a Morell St,4.666666666666667,2641755.077816274,SP,Raine,8/10/2016,31.75572463173302,3046.0,3.0,3.9825634441478384,7.965126888295677,162012.13137640737,3.0,1950.0,Moreland City Council,-37.61258799000069,144.89555809467785,8870.0,Murah,Sedang,Jauh,t,Northern Metropolitan,0
Glenroy,3/28 Stanley St,4.666666666666667,3308109.767147875,S,Barry,10/09/2016,31.75572463173302,3046.0,3.0,3.9825634441478384,0.0,112758.59659552995,130.0,2014.0,Moreland City Council,-37.62935393705504,144.82592794726278,8870.0,Murah,Sedang,Jauh,t,Northern Metropolitan,0
